Codigo	Latitude	Longitude	Tipo
1766015	-17.0667	-66.8	2
1766016	-17.3833	-66.0333	2
1766017	-17.2167	-66.25	2
1766018	-17.5667	-66.2333	2
1766019	-17.5167	-66.6167	2
1766020	-17.2667	-66.8	2
1766021	-17.2	-66.3333	2
1766022	-17.35	-66.2333	2
1766023	-17.55	-66.4667	2
1766024	-17.35	-66.3167	2
1766025	-17.45	-66.1333	2
1767000	-17.25	-67.9167	2
1767001	-17.3667	-67.75	2
1767002	-17.5833	-67.5167	2
1767003	-17.9667	-67.1	2
1767005	-17.6	-67.2167	2
1767006	-17.85	-67.45	2
1767007	-17.1	-67.6667	2
1767008	-17.35	-67.65	2
1767009	-17.1333	-67.4	2
1767010	-17.6333	-67.0667	2
1767011	-17.4	-67.45	2
1767012	-17.1667	-67.5333	2
1767013	-17.3	-67.5	2
1767014	-17.1833	-67.6167	2
1767015	-17.8167	-67.8	2
1768000	-17	-68.45	2
1768002	-17.1	-68.0167	2
1768003	-17.2833	-68.6333	2
1768004	-17.9167	-68.95	2
1769000	-17.5833	-69.4333	2
1769001	-17.5333	-69.7667	2
1769002	-17.2167	-69	2
1769003	-17.2	-69.45	2
1769004	-17.0667	-69.0667	2
1769005	-17.8	-69.1667	2
1769006	-17.3	-69.2167	2
1839000	-18.2994	-39.9586	2
1839001	-18.5622	-39.7472	2
1839002	-18.4167	-39.7167	2
1839003	-18.1028	-39.8869	2
1839004	-18.2333	-39.9	2
1839005	-18.7167	-39.7833	2
1839006	-18.9503	-39.7644	2
1839007	-18.2	-39.9167	2
1839008	-18.7167	-39.8667	2
1839009	-18.1	-39.8833	2
1839010	-18.0667	-39.55	2
1839012	-18.0856	-39.5506	2
1839013	-18.5833	-39.7333	2
1839014	-18.1167	-39.55	2
1839015	-18.1167	-39.85	2
1839016	-18.7167	-39.7833	2
1839018	-18.4	-39.7167	2
1839019	-18.2833	-39.95	2
1839020	-18.5667	-39.7333	2
1839021	-18.715	-39.8561	2
1840000	-18.9856	-40.7461	2
1840001	-18.9833	-40.1333	2
1840002	-18.5167	-40.3167	2
1840003	-18.4894	-40.0906	2
1840004	-18.7619	-40.89	2
1840005	-18.7167	-40.4167	2
1840006	-18.0833	-40.5833	2
1840007	-18.5481	-40.9764	2
1840008	-18.9817	-39.9933	2
1840009	-18.1222	-40.8858	2
1840010	-18.8097	-40.6906	2
1840011	-18.1864	-40.7183	2
1840012	-18.1456	-40.1439	2
1840013	-18.3658	-40.8406	2
1840014	-18.4042	-40.6867	2
1840015	-18.2056	-40.6033	2
1840016	-18.4942	-40.4642	2
1840017	-18.3186	-40.4067	2
1840019	-18.7006	-40.4419	2
1840020	-18.5647	-40.3367	2
1840021	-18.6936	-40.8828	2
1840022	-18.8833	-40.4333	2
1840023	-18.3667	-40.8667	2
1840024	-18.1167	-40.5	2
1840025	-18.6833	-40.4167	2
1840026	-18.6586	-40.0911	2
1840027	-18.4167	-40.2167	2
1840028	-18.9	-40.45	2
1840029	-18.1167	-40.5333	2
1840030	-18.5333	-40.9667	2
1840031	-18.6167	-40.6	2
1840032	-18.9	-40.0667	2
1840033	-18.9833	-40.3833	2
1840034	-18.5336	-40.2717	2
1840035	-18.3667	-40.8667	2
1840036	-18.0958	-40.5231	2
1840037	-18.4311	-40.9839	2
1840038	-18.5486	-40.9764	2
1840039	-18.7569	-40.8931	2
1840040	-18.76	-40.8961	2
1840041	-18.7589	-40.885	2
1840042	-18.371	-40.828	2
1840043	-18.394	-40.825	2
1840044	-18.71	-40.3981	2
1840045	-18.7131	-40.3769	2
1840046	-18.7139	-40.4069	2
1840047	-18.5589	-40.34	2
1840048	-18.6881	-40.3919	2
1841001	-18.5747	-41.9178	2
1841002	-18.0167	-41.7	2
1841003	-18.2386	-41.7486	2
1841004	-18.8333	-41.9333	2
1841005	-18.8333	-41.9333	2
1841006	-18.6811	-41.1967	2
1841007	-18.2031	-41.2483	2
1841008	-18.0469	-41.1144	2
1841009	-18.8389	-41.1103	2
1841010	-18.4061	-41.04	2
1841011	-18.9764	-41.6403	2
1841012	-18	-41	2
1841013	-18.0333	-41.1167	2
1841014	-18.0167	-41.7	2
1841015	-18.85	-41.9333	2
1841018	-18.7631	-41.3083	2
1841019	-18.7769	-41.4828	2
1841020	-18.8831	-41.9503	2
1841021	-18.4886	-41.3925	2
1841022	-18.9489	-41.9461	2
1841023	-18.0369	-41.59	2
1841024	-18.0461	-41.1183	2
1841025	-18.3547	-41.6031	2
1841026	-18.4425	-41.4989	2
1841028	-18.065	-41.4317	2
1841029	-18.855	-41.96	2
1841030	-18.8092	-41.7969	2
1841031	-18.6019	-41.8428	2
1841032	-18.5725	-41.9147	2
1841033	-18.8615	-41.9693	2
1841034	-18.8903	-41.9884	2
1841035	-18.9056	-41.9528	2
1841036	-18.6683	-41.9796	2
1841037	-18.8364	-41.9911	2
1841038	-18.8423	-41.9438	2
1841039	-18.8312	-41.8992	2
1841040	-18.4761	-41.0131	2
1841041	-18.8589	-41.1181	2
1841042	-18.0114	-41.6658	2
1841043	-18.0169	-41.6633	2
1841044	-18.9708	-41.6417	2
1842000	-18.5333	-42.7667	2
1842001	-18.1833	-42.4833	2
1842002	-18.5333	-42.6167	2
1842003	-18.45	-42.2833	2
1842004	-18.3631	-42.6022	2
1842005	-18.6119	-42.2786	2
1842006	-18.2667	-42.6667	2
1842007	-18.7722	-42.9311	2
1842008	-18.2011	-42.4553	2
1842010	-18.5333	-42.6167	2
1842011	-18.4	-42.8667	2
1842012	-18.0667	-42.5667	2
1842013	-18.1833	-42.4167	2
1842014	-18.2167	-42.85	2
1842015	-18.5333	-42.7667	2
1842016	-18.7667	-42.9333	2
1842017	-18.9333	-42.9167	2
1842020	-18.5528	-42.7642	2
1842021	-18.9503	-42.3567	2
1842024	-18.7667	-42.9333	2
1842025	-18.7208	-42.2714	2
1842026	-18.0897	-42.8394	2
1842027	-18.7186	-42.2622	2
1842028	-18.9708	-42.0883	2
1842029	-15.5031	-42.4247	2
1842030	-18.9558	-42.4711	2
1842031	-18.9406	-42.5603	2
1842032	-18.4756	-42.0494	2
1842033	-18.8981	-42.6825	2
1842034	-18.9506	-42.3606	2
1842035	-18.6223	-42.2841	2
1842036	-18.7611	-42.1739	2
1843000	-18.6356	-43.9658	2
1843001	-18.6	-43.3833	2
1843002	-18.4656	-43.7431	2
1843003	-18.1133	-43.5203	2
1843004	-18.8833	-43.1	2
1843005	-18.0167	-43.3	2
1843006	-18.7333	-43.3833	2
1843007	-18.3	-43.0167	2
1843008	-18.0667	-43.4167	2
1843009	-18.25	-43.6	2
1843010	-18.65	-43.0833	2
1843011	-18.5928	-43.4125	2
1843012	-18.2797	-43.0006	2
1843013	-18.6381	-43.9647	2
1843014	-18.2506	-43.6011	2
1843015	-18.4172	-43.5256	2
1843016	-18.2483	-43.6483	2
1843017	-18.3644	-43.1675	2
1843019	-18.4744	-43.0622	2
1843020	-18.0833	-43.8333	2
1843021	-18.6597	-43.8244	2
1843022	-18.2339	-43.615	2
1843023	-18.5914	-43.4114	2
1843024	-18.6331	-43.2078	2
1843025	-18.9144	-43.0764	2
1843026	-18.975	-43.0181	2
1843027	-18.6664	-43.08	2
1843028	-18.3481	-44.0275	2
1844000	-18.7661	-44.4261	2
1844001	-18.3061	-44.2258	2
1844002	-18.3667	-44.45	2
1844003	-18.6819	-44.6761	2
1844004	-18.7617	-44.4036	2
1844005	-18.3167	-44.1	2
1844006	-18.3667	-44.45	2
1844008	-18.3667	-44.8833	2
1844009	-18.6439	-44.0481	2
1844010	-18.6714	-44.1914	2
1844011	-18.1667	-44.1667	2
1844012	-18.7	-44.8333	2
1844013	-18.2667	-44.2333	2
1844015	-18.7667	-44.4333	2
1844016	-18.6333	-44.1	2
1844017	-18.3722	-44.4436	2
1844018	-18.1908	-44.5556	2
1844019	-18.5417	-44.5989	2
1844020	-18.3167	-44.4667	2
1844021	-18.8031	-44.4111	2
1844022	-18.3597	-44.4522	2
1844023	-18.7431	-44.4078	2
1844024	-18.75	-44.9	2
1844025	-18.7422	-44.3947	2
1844026	-18.3025	-44.2206	2
1844027	-18.8719	-44.7706	2
1844028	-18.8717	-44.7828	2
1845000	-18.8167	-45.2	2
1845001	-18.0833	-45.2333	2
1845002	-18.4644	-45.6467	2
1845003	-18.1131	-45.4658	2
1845004	-18.8414	-45.8514	2
1845005	-18.4031	-45.7369	2
1845006	-18.6	-45.35	2
1845008	-18.6667	-45.85	2
1845009	-18.215	-45.2592	2
1845010	-18.5667	-45.7167	2
1845011	-18.35	-45.8333	2
1845012	-18.2833	-45	2
1845013	-18.3436	-45.8367	2
1845014	-18.9997	-45.9661	2
1845015	-18.8333	-45.7667	2
1845016	-18.8667	-45.6333	2
1845017	-18.55	-45.5667	2
1845018	-18.1833	-45.2667	2
1845019	-18.0667	-45.5333	2
1845020	-18.4	-45.7333	2
1845021	-18.0383	-45.5236	2
1845022	-18.7	-45.5833	2
1845023	-18.9667	-45.95	2
1845024	-18.3431	-45.8347	2
1845026	-18.0167	-45.1058	2
1845027	-17.9581	-45.1022	2
1845028	-18.7167	-45.1833	2
1845030	-18.9	-45.5333	2
1845031	-18.3381	-45.8444	2
1845032	-18.2833	-45	2
1845033	-18.1089	-45.4619	2
1845034	-18.1883	-45.2558	2
1845035	-18.0039	-45.1106	2
1846000	-18.6	-46.5167	2
1846002	-18.93	-46.9667	2
1846003	-18.7069	-46.0369	2
1846004	-18.8497	-46.8008	2
1846005	-18.4125	-46.4222	2
1846006	-18.5594	-46.8003	2
1846007	-18.8411	-46.5508	2
1846012	-18.8333	-46.7833	2
1846013	-18.35	-46.7333	2
1846014	-18.5333	-46.7333	2
1846015	-18.005	-46.9111	2
1846016	-18.0339	-46.4194	2
1846017	-18.6411	-46.3344	2
1846018	-18.6	-46.5167	2
1846019	-18.3736	-46.915	2
1846020	-18.05	-46.9	2
1846021	-18.0336	-46.4194	2
1846022	-18.6411	-46.3342	2
1846023	-18.1828	-46.8042	2
1846024	-19.1183	-46.6817	2
1846025	-18.1067	-46.4553	2
1846026	-18.6022	-46.5403	2
1846027	-18.6044	-46.5158	2
1846028	-18.3822	-46.0469	2
1846029	-18.4242	-46.4286	2
1846030	-18.9444	-46.6736	2
1846031	-18.15	-46.1333	2
1846032	-18.7064	-46.0394	2
1846033	-18.4903	-46.9281	2
1847000	-18.7206	-47.5244	2
1847001	-18.7381	-47.69	2
1847002	-18.95	-47.9333	2
1847003	-18.4911	-47.4064	2
1847004	-18.1703	-47.9575	2
1847005	-18.45	-47.6667	2
1847006	-18.3633	-47.7806	2
1847007	-18.5789	-47.8792	2
1847008	-18.4711	-47.1883	2
1847009	-18.95	-47	2
1847010	-18.9819	-47.4575	2
1847011	-18.2983	-47.1219	2
1847012	-18.4667	-47.2	2
1847013	-18.5333	-47.8833	2
1847014	-18.4667	-47.2	2
1847015	-18.0667	-47.6333	2
1847016	-18.2856	-47.6372	2
1847018	-18.95	-46	2
1847040	-18.1031	-47.6947	2
1847041	-18.4519	-47.9844	2
1847042	-18.1539	-47.9289	2
1847043	-18.1028	-47.7006	2
1847044	-18.1814	-47.4831	2
1847045	-18.4911	-47.4067	2
1847046	-18.5736	-47.8786	2
1847047	-18.4867	-47.1256	2
1847048	-18.7464	-47.6939	2
1847049	-18.9764	-47.455	2
1847050	-18.0453	-47.6753	2
1847051	-18.1671	-47.9516	2
1848000	-18.8722	-48.8694	2
1848001	-18.9167	-48.2667	2
1848002	-18.5833	-48.7	2
1848003	-18.4333	-48.5833	2
1848004	-18.6983	-48.7819	2
1848005	-18.1333	-48.0833	2
1848006	-18.6008	-48.6908	2
1848007	-18.2425	-48.8586	2
1848008	-18.4922	-48.9028	2
1848009	-18.8625	-48.5839	2
1848010	-18.6511	-48.2092	2
1848011	-18.6333	-48.2	2
1848013	-18.75	-48.2667	2
1848016	-18.6875	-48.0969	2
1848017	-18.3333	-48.2333	2
1848018	-18.6333	-48.1833	2
1848019	-18.8667	-48.8667	2
1848040	-18.3333	-48.55	2
1848048	-18.15	-48.5667	2
1848049	-18.9231	-48.2886	2
1848050	-18.8106	-48.3861	2
1848051	-18.9097	-48.0408	2
1848052	-18.9892	-48.1903	2
1848053	-18.7892	-48.1481	2
1848054	-18.6597	-48.4375	2
1848055	-18.6217	-48.6847	2
1848056	-18.1472	-48.2758	2
1848057	-18.0708	-48.2106	2
1848058	-18.6772	-48.5114	2
1848059	-18.0747	-48.7564	2
1848060	-18.3233	-48.2264	2
1848061	-18.5883	-48.1272	2
1848062	-18.7694	-48.4403	2
1849000	-18.9411	-49.4631	2
1849001	-18.1333	-49.0333	2
1849002	-18.6919	-49.9486	2
1849003	-18.55	-49.1667	2
1849004	-18.4167	-49.2	2
1849005	-18.4333	-49.2	2
1849006	-18.7719	-49.0697	2
1849007	-18.525	-49.2156	2
1849012	-18.0167	-49.3667	2
1849016	-18.3394	-49.6114	2
1849017	-18.6833	-49.5667	2
1849019	-18.4161	-49.1108	2
1849020	-18.9667	-49.35	2
1849021	-18.55	-49.1833	2
1849022	-18.4167	-49.2333	2
1849023	-18.4167	-49.2167	2
1849024	-18.8622	-49.7339	2
1849025	-18.9489	-49.3828	2
1849026	-18.8869	-50.0003	2
1849027	-18.0167	-49.3667	2
1849028	-18.4097	-49.1914	2
1849029	-18.4769	-49.6225	2
1849030	-18.4914	-49.5181	2
1849031	-18.5097	-49.2475	2
1849032	-18.7322	-49.2042	2
1849033	-18.6853	-49.5656	2
1849034	-18.5833	-49.1997	2
1849035	-18.9636	-49.4483	2
1849037	-18.5247	-49.2181	2
1849038	-18.5019	-49.4914	2
1849039	-18.4373	-49.2138	2
1849040	-18.423	-49.246	2
1849041	-18.405	-49.219	2
1849042	-18.6617	-49.0594	2
1849043	-18.9411	-49.355	2
1849044	-18.5297	-49.2053	2
1849045	-18.6892	-49.0094	2
1850000	-18.0706	-50.1717	2
1850001	-18.1047	-50.0314	2
1850002	-18.5011	-50.5219	2
1850003	-17.9797	-50.3372	2
1850004	-18.4353	-50.4142	2
1850005	-18.0689	-50.1706	2
1850006	-18.8492	-50.1064	2
1850007	-18.9444	-50.9672	2
1850008	-18.8386	-50.9403	2
1851000	-18.9097	-50.8503	2
1851001	-18.5178	-52.0928	2
1851002	-18.7647	-51.3472	2
1851003	-18.4167	-51.0333	2
1851004	-18.0931	-51.4969	2
1851005	-18.3044	-51.9622	2
1851006	-18.0856	-51.6175	2
1851007	-18.3381	-51.2594	2
1851008	-18.3019	-51.1494	2
1851009	-18.5358	-51.1444	2
1851010	-18.7258	-51.0044	2
1851011	-18.4997	-51.5708	2
1851012	-18.3753	-52.015	2
1851013	-18.8131	-51.1694	2
1851014	-18.6792	-51.8672	2
1851015	-18.0167	-51.2019	2
1851016	-18.0725	-51.1711	2
1851017	-18.7317	-51.7989	2
1852000	-18.9661	-51.9267	2
1852001	-18.4067	-52.5269	2
1852002	-18.9978	-52.5881	2
1852003	-18.6917	-52.5939	2
1852004	-18.4006	-52.6728	2
1852005	-18.5756	-51.4736	2
1852006	-18.3661	-52.4758	2
1852007	-18.4653	-52.3764	2
1852008	-18.5797	-52.0975	2
1852009	-18.7503	-52.2389	2
1852010	-18.7667	-52.4431	2
1852011	-18.7444	-52.4117	2
1852012	-18.8	-52.3606	2
1852013	-18.8297	-52.1717	2
1852014	-18.74	-52.2836	2
1853000	-17.8111	-53.2889	2
1853001	-18.7333	-53.6833	2
1853002	-18.1906	-54.2578	2
1853003	-18.25	-53.1	2
1853004	-18.5472	-53.1353	2
1853005	-18.6797	-53.6378	2
1853006	-18.5333	-53.1333	2
1853007	-18.9478	-53.0239	2
1853008	-18.5478	-53.1228	2
1853009	-18.8814	-53.0739	2
1853010	-18.4389	-53.0508	2
1853011	-18.6828	-53.6364	2
1853012	-18.6828	-53.6364	2
1854000	-18.5042	-54.7347	2
1854001	-18.0986	-54.5472	2
1854002	-18.91	-54.8322	2
1854003	-18.6492	-54.3572	2
1854004	-18.5042	-54.7556	2
1854005	-18.5	-54.9333	2
1854006	-18.7303	-54.5786	2
1854007	-18.4989	-54.7192	2
1854008	-18.3844	-54.8369	2
1854009	-18.5034	-54.7606	2
1854010	-18.9178	-54.8449	2
1855000	-18.35	-55.85	2
1856000	-18.6	-56.8333	2
1856001	-18.9833	-56.65	2
1857000	-18.0042	-57.6717	2
1857001	-18.0403	-57.4908	2
1857002	-18.2364	-56.9731	2
1857003	-18.3939	-57.3911	2
1857004	-18.9811	-57.82	2
1857005	-18.2969	-57.0156	2
1857006	-18.6333	-57.6	2
1857007	-18.996	-57.6473	2
1858000	-18.9167	-58.3	2
1859000	-18.3333	-59.7667	2
1862000	-18.6333	-62.9333	2
1863000	-18.1	-63.95	2
1863001	-18.9169	-63.4183	2
1863002	-18.7833	-63.3167	2
1863003	-18.5667	-63.3833	2
1863004	-18.45	-63.2167	2
1864000	-18.6667	-64.3333	2
1864001	-18.4833	-64.1	2
1864002	-18.1167	-64.2167	2
1864004	-18.0833	-64.35	2
1864005	-18.0833	-64.15	2
1864006	-18.9167	-65.7333	2
1864007	-18.8167	-64.6	2
1864008	-18.9833	-64.2833	2
1865000	-18.2	-65.1833	2
1865001	-18.6667	-65.5	2
1865002	-18.2833	-65.9833	2
1865003	-18.2	-65.8833	2
1865004	-18.6	-65.15	2
1865005	-18.8	-65.5	2
1865006	-18.9333	-65.7833	2
1865007	-18.4167	-65.3667	2
1865008	-18.5333	-65.4167	2
1865009	-18.8333	-65.3333	2
1865010	-18.8167	-65.05	2
1865011	-18.9833	-65.3	2
1865012	-18.8	-65.5	2
1865013	-18.9333	-65.1167	2
1866000	-18	-66	2
1866001	-18	-66	2
1866002	-18.8833	-66.7833	2
1866003	-18.8167	-66.0333	2
1866004	-18.8667	-66.1333	2
1868000	-18.9333	-68.1167	2
1870001	-18.0667	-70.3	2
1870002	-18.3333	-70.3333	2
1939000	-19.6167	-39.8333	2
1939001	-19.5167	-39.8667	2
1939002	-19.5775	-39.7944	2
1939004	-19.6167	-39.8167	2
1939005	-19.5333	-39.85	2
1939009	-19.45	-39.9	2
1939010	-19.25	-39.8	2
1940000	-19.8744	-40.8744	2
1940001	-19.8053	-40.6789	2
1940002	-19.9578	-40.1544	2
1940003	-19.7497	-40.0431	2
1940004	-19.4153	-40.0756	2
1940005	-19.6922	-40.3981	2
1940006	-19.5308	-40.6231	2
1940007	-19.9369	-40.4014	2
1940008	-19.6	-40.6167	2
1940009	-19.2203	-40.8533	2
1940010	-19.9533	-40.5525	2
1940011	-19.0167	-40.5667	2
1940012	-19.6636	-40.8353	2
1940013	-19.2375	-40.5914	2
1940014	-19.8667	-40.75	2
1940016	-19.0578	-40.5164	2
1940017	-19.8	-40.85	2
1940018	-19.9333	-40.6	2
1940019	-19.5	-40.9	2
1940020	-19.955	-40.7417	2
1940021	-19.83	-40.2722	2
1940022	-19.5886	-40.1981	2
1940023	-19.2742	-40.3208	2
1940024	-19.4333	-40.4	2
1940025	-19.2953	-40.5175	2
1940026	-19.4667	-40.6333	2
1940028	-19.95	-40.75	2
1940029	-19.85	-40.2167	2
1940030	-19.8	-40.8333	2
1940031	-19.45	-40.2	2
1940033	-19.3	-40.6667	2
1940034	-19.4	-40.0667	2
1940035	-19.4	-40.0667	2
1940036	-19.4	-40.0667	2
1940037	-19.4	-40.05	2
1940038	-19.4167	-40.0667	2
1940039	-19.85	-40.6	2
1940040	-19.3333	-40.1	2
1940041	-19.3667	-40.0667	2
1940042	-19.8167	-40.25	2
1940043	-19.8667	-40.8833	2
1940044	-19.5467	-40.5203	2
1940045	-19.0167	-40.5667	2
1940046	-19.8833	-40.6833	2
1940047	-19.5081	-40.8639	2
1940048	-19.1333	-40.6167	2
1940049	-19.1833	-40.0833	2
1940050	-19.5333	-40.6333	2
1940051	-19.5008	-40.9186	2
1940052	-19.8667	-40.8833	2
1940053	-19.4	-40.5167	2
1940054	-19.1142	-40.0789	2
1940055	-19.8667	-40.65	2
1940056	-19.82	-40.276	2
1940057	-19.919	-40.131	2
1940058	-19.81	-40.272	2
1940059	-19.576	-40.187	2
1940060	-19.679	-40.259	2
1940061	-19.826	-40.263	2
1940062	-19.535	-40.63	2
1940063	-19.512	-40.619	2
1940064	-19.571	-40.506	2
1940065	-19.521	-40.658	2
1940066	-19.486	-40.673	2
1940067	-19.524	-40.668	2
1940068	-19.9358	-40.4089	2
1940069	-19.245	-40.484	2
1940070	-19.83	-40.3689	2
1940071	-19.8311	-40.3681	2
1940072	-19.8011	-40.865	2
1940073	-19.8119	-40.8589	2
1940074	-19.7569	-40.3861	2
1940075	-19.4062	-40.0692	2
1940076	-19.228	-40.841	2
1940077	-19.936	-40.597	2
1940078	-19.955	-40.741	2
1940079	-19.1481	-40.6219	2
1940080	-19.7361	-40.6611	2
1940081	-19.7211	-40.61	2
1941000	-19.7989	-41.7061	2
1941001	-19.8167	-41.4333	2
1941002	-19.5	-41.0833	2
1941003	-19.5253	-41.0153	2
1941004	-19.3431	-41.2461	2
1941005	-19.0617	-41.5328	2
1941006	-19.5947	-41.4581	2
1941007	-19.8333	-41.8333	2
1941008	-19.9011	-41.0581	2
1941009	-19.6911	-41.02	2
1941010	-19.4925	-41.1617	2
1941011	-19.6783	-41.8361	2
1941012	-19.0592	-41.0275	2
1941013	-19.7833	-41.7333	2
1941014	-19.3	-41.2667	2
1941015	-19.1667	-41.4833	2
1941016	-19.4833	-41.0833	2
1941017	-19.4833	-41.0667	2
1941018	-19.1617	-41.8622	2
1941019	-19.8111	-41.4378	2
1941020	-19.4944	-41.0764	2
1941021	-19.4158	-41.7297	2
1941022	-19.8275	-41.8094	2
1941023	-19.5331	-41.0094	2
1941024	-19.8006	-43.7469	2
1941025	-19.3989	-41.2244	2
1941027	-19.4975	-41.6628	2
1941028	-19.4533	-41.6639	2
1941029	-19.4439	-41.5878	2
1941030	-19.6136	-41.8031	2
1941031	-19.9828	-41.7172	2
1941032	-19.8011	-41.7869	2
1941033	-19.6906	-41.0269	2
1941034	-19.8145	-41.4406	2
1941035	-19.903	-41.014	2
1941036	-19.6108	-41.8033	2
1941037	-19.4564	-41.0956	2
1941038	-19.4917	-41.1614	2
1941039	-19.9667	-41.8514	2
1941040	-19.8728	-41.8108	2
1941041	-19.8322	-41.8003	2
1941042	-19.9694	-41.0678	2
1941043	-19.9689	-41.0964	2
1941044	-19.9719	-41.1106	2
1942000	-19.7	-42.0667	2
1942001	-19.3833	-42.3667	2
1942002	-19.8336	-42.3178	2
1942003	-19.5333	-42.6167	2
1942004	-19.2167	-42.3333	2
1942005	-19.65	-42.8667	2
1942006	-19.9989	-42.3475	2
1942007	-19.9	-42.5833	2
1942008	-19.3736	-42.105	2
1942009	-19.5333	-42.6333	2
1942010	-19.0833	-42.1667	2
1942011	-19.2167	-42.45	2
1942012	-19.4833	-42.5167	2
1942013	-19.2167	-42.5833	2
1942014	-19.25	-42	2
1942015	-19.7	-42.0667	2
1942016	-19.0167	-42.5167	2
1942017	-19.5	-42.5333	2
1942019	-19.5167	-42.6167	2
1942020	-19.4667	-42.5333	2
1942021	-19.7356	-42.1375	2
1942022	-19.1717	-42.8175	2
1942023	-19.4667	-42.5333	2
1942025	-19.1464	-42.7486	2
1942026	-19.5167	-42.6167	2
1942027	-19.8167	-42.7667	2
1942029	-19.5247	-42.6442	2
1942030	-19.3164	-42.3961	2
1942031	-19.7769	-42.4769	2
1942032	-19.1886	-42.4228	2
1942033	-19.4169	-42.5492	2
1942034	-19.8011	-42.3017	2
1942035	-19.6667	-42.5	2
1942036	-19.95	-42.35	2
1942037	-19.3411	-42.1633	2
1942038	-19.5517	-42.1233	2
1942039	-19.4389	-42.2217	2
1942040	-19.7803	-42.1347	2
1942041	-19.1222	-42.6619	2
1942045	-19.0781	-42.8761	2
1942046	-19.5325	-42.5833	2
1942047	-19.2397	-42.0939	2
1942048	-19.8733	-42.1317	2
1942049	-19.6347	-42.8061	2
1942050	-19.7289	-42.9847	2
1942051	-19.2369	-42.3075	2
1942052	-19.1736	-42.2192	2
1942053	-19.0786	-42.8667	2
1942055	-19.6811	-42.9061	2
1942056	-19.5389	-42.7661	2
1942057	-19.5053	-42.7697	2
1942058	-19.9642	-42.1372	2
1942059	-19.1653	-42.775	2
1942060	-19.7325	-42.1333	2
1942061	-19.5458	-42.1228	2
1942062	-19.5253	-42.125	2
1942063	-19.0711	-42.8711	2
1942064	-19.0025	-42.9467	2
1942065	-19.0419	-42.9258	2
1942066	-19.3272	-42.3972	2
1942067	-19.0214	-42.125	2
1942068	-19.529	-42.626	2
1942069	-19.4551	-42.5526	2
1942070	-19.4761	-42.5805	2
1942071	-19.4507	-42.5919	2
1942072	-19.4368	-42.5538	2
1942073	-19.508	-42.5548	2
1942074	-19.538	-42.647	2
1942075	-19.5953	-42.1119	2
1942076	-19.7978	-42.3022	2
1942077	-19.8228	-42.3189	2
1942078	-19.8292	-42.3183	2
1942079	-19.0567	-42.9253	2
1943000	-19.9792	-43.85	2
1943001	-19.9228	-43.1778	2
1943002	-19.0167	-43.4442	2
1943003	-19.2503	-43.0144	2
1943004	-19.5206	-43.7444	2
1943005	-19.7667	-43.05	2
1943006	-19.8931	-43.815	2
1943007	-19.9453	-43.4011	2
1943008	-19.4403	-43.1186	2
1943009	-19.6872	-43.9208	2
1943010	-19.9028	-43.6664	2
1943011	-19.9167	-43.9	2
1943012	-19.6333	-43.9	2
1943013	-19.9119	-43.9578	2
1943014	-19.5167	-43.75	2
1943015	-19.6167	-43.2333	2
1943016	-19.95	-43.9667	2
1943017	-19.6167	-43.2333	2
1943018	-19.8167	-43.9667	2
1943019	-19.2833	-43.6	2
1943020	-19.9333	-43.95	2
1943021	-19.9167	-43.9	2
1943022	-19.945	-43.9125	2
1943023	-19.6639	-43.6881	2
1943024	-19.6897	-43.5856	2
1943025	-19.2175	-43.3742	2
1943026	-19.0833	-43.15	2
1943027	-19.8808	-43.3675	2
1943028	-19.9333	-43.95	2
1943029	-19.9167	-43.9	2
1943030	-19.9167	-43.9	2
1943031	-19.9167	-43.9	2
1943032	-19.9167	-43.9	2
1943033	-19.9167	-43.9	2
1943034	-19.9167	-43.9	2
1943035	-19.2189	-43.5881	2
1943036	-19.3	-43.9333	2
1943037	-19.25	-43.75	2
1943038	-19.5167	-43.7667	2
1943039	-19.9667	-43.9833	2
1943040	-19.9333	-43.95	2
1943041	-19.95	-43.9833	2
1943042	-19.1197	-43.8375	2
1943044	-19.2833	-43.6	2
1943045	-19.5167	-43.75	2
1943046	-19.95	-43.8	2
1943047	-19.85	-43.95	2
1943049	-19.5614	-43.9178	2
1943053	-19.9333	-43.9333	2
1943054	-19.9333	-43.9333	2
1943055	-19.9	-43.9167	2
1943056	-19.9	-43.9167	2
1943058	-19.8333	-43.1167	2
1943059	-19.0333	-43.4333	2
1943060	-19.6167	-43.9	2
1943061	-19.6167	-43.2167	2
1943063	-19.9333	-43.9333	2
1943064	-19.9247	-43.9414	2
1943065	-19.5667	-43.9	2
1943066	-19.9333	-43.9333	2
1943067	-19.61	-43.1994	2
1943068	-19.6	-43.1833	2
1943069	-19.6	-43.2	2
1943070	-19.6	-43.2167	2
1943071	-19.6058	-43.2347	2
1943073	-19.6333	-43.9667	2
1943074	-19.6522	-43.2533	2
1943075	-19.4333	-43.2	2
1943076	-19.8936	-43.3664	2
1943077	-19.4233	-43.2008	2
1943078	-19.8275	-43.8711	2
1943079	-19.6875	-43.9211	2
1943080	-19.7686	-43.0364	2
1943081	-19.8564	-43.1197	2
1943082	-19.9619	-43.9417	2
1943083	-19.6372	-43.8997	2
1943084	-19.9986	-43.9914	2
1943100	-19.7667	-43.0261	2
1943101	-19.965	-43.4608	2
1943102	-19.4503	-43.2408	2
1943103	-19.815	-43.2606	2
1943104	-19.8194	-43.3539	2
