Codigo	Latitude	Longitude	Tipo
241004	-2.9167	-41.3	2
241005	-2.8914	-41.9039	2
241006	-2.9303	-41.3425	2
241007	-2.8524	-41.8179	2
241008	-2.9042	-41.7811	2
241009	-2.9169	-41.7378	2
241010	-2.8978	-41.7722	2
241011	-2.9372	-41.3475	2
242000	-2.75	-42.8333	2
242001	-2.7667	-42.2833	2
242002	-2.9022	-42.3131	2
242003	-2.97	-42.9467	2
244000	-2.45	-44.8	2
244001	-2.1333	-44.6167	2
244002	-2.55	-44.0667	2
244003	-2.95	-44.25	2
244004	-2.6833	-44.7167	2
244006	-2.8833	-44.35	2
244007	-2.5333	-44.3	2
244008	-2.5333	-44.3	2
244009	-2.5833	-44.2333	2
244010	-2.7167	-44.8333	2
244011	-2.1294	-44.6069	2
244012	-2.7011	-44.8233	2
244017	-2.5333	-44.3	2
244018	-2.404	-44.414	2
244019	-2.7752	-44.0654	2
244020	-2.0668	-44.7838	2
244021	-2.5322	-44.1078	2
244022	-2.6446	-44.8924	2
244023	-2.4444	-44.1292	2
244024	-2.9373	-44.2452	2
244025	-2.5211	-44.2472	2
244026	-2.5614	-44.2558	2
244027	-2.565	-44.3117	2
244028	-2.5928	-44.1903	2
244029	-2.5386	-44.2719	2
244030	-2.5003	-44.2744	2
244031	-2.5528	-44.2242	2
244032	-2.5983	-44.2369	2
244033	-2.7153	-44.3186	2
244034	-2.5181	-44.1711	2
245000	-2.9167	-45.65	2
245001	-2.9539	-45.6647	2
245002	-2.6167	-45.4667	2
245003	-2.0522	-45.9583	2
245004	-2.8	-45.3167	2
245005	-2.5167	-45.0833	2
245006	-2.2333	-45.3	2
245007	-2.5047	-45.7842	2
245008	-2.9708	-45.355	2
245009	-2.5903	-45.3653	2
245010	-2.5153	-45.0856	2
245011	-2.2739	-45.2711	2
245012	-2.5153	-45.0856	2
245013	-2.243	-45.3077	2
245014	-2.2164	-45.3044	2
246000	-2.5667	-46.5167	2
246001	-2.5667	-46.5167	2
246002	-2.2353	-46.4356	2
246003	-2.4493	-46.0349	2
247000	-2.5128	-47.7681	2
247001	-2.4333	-47.25	2
247003	-2.0356	-47.7506	2
247004	-2.4261	-47.5161	2
247005	-2.7717	-46.8025	2
247006	-2.9483	-47.8144	2
247007	-2.9833	-47.4667	2
247008	-2.3433	-47.8469	2
248000	-2.1333	-48.3833	2
248001	-2.4478	-48.5786	2
248002	-2.1333	-48.3833	2
248003	-2.4208	-48.1489	2
248004	-2.6333	-48.2167	2
248005	-2.5167	-48.3667	2
248006	-2.7822	-48.3522	2
248007	-2.6497	-48.9381	2
249000	-2.25	-49.5	2
249001	-2.25	-49.5	2
249002	-2.8044	-49.3778	2
249003	-2.785	-49.6694	2
249004	-2.4497	-49.4383	2
249005	-2.7889	-49.6731	2
250000	-2.785	-50.4536	2
250001	-1.9917	-50.3686	2
250002	-2.4533	-50.9228	2
250003	-2.245	-50.6297	2
251000	-2.245	-51.1794	2
251001	-2.5867	-51.9481	2
251002	-2.6219	-51.9544	2
252000	-2.2167	-52.8	2
252001	-2.3364	-52.9186	2
252002	-2.8819	-52.0114	2
253000	-1.1789	-53.5994	2
254000	-2.4433	-54.7025	2
254001	-2.4167	-54.3333	2
254002	-2.0022	-54.0764	2
254003	-2.6333	-54.95	2
254004	-2.4167	-54.7833	2
254005	-2.815	-54.2978	2
254006	-2.7333	-54.7667	2
254007	-2.8167	-54.3	2
254009	-2.8094	-54.2994	2
254010	-2.2628	-54.5244	2
254011	-2.65	-54.8189	2
254012	-2.8156	-54.2997	2
254013	-2.8839	-54.755	2
255000	-2.2683	-55.4806	2
255001	-2.6508	-55.7206	2
255002	-2.5644	-55.3742	2
256000	-2.6333	-56.7333	2
256001	-2.1522	-56.0875	2
256002	-2.1897	-56.7106	2
256003	-2.6331	-56.7517	2
257000	-2.5378	-57.7581	2
257001	-2.7922	-57.0644	2
257002	-2.9703	-57.59	2
257003	-2.4556	-57.2825	2
258001	-2.2911	-58.5058	2
259000	-2.1039	-59.3442	2
259001	-2.8	-59.4667	2
259003	-2.6833	-59.6833	2
259004	-2.7003	-59.6997	2
259005	-2.66	-59.3608	2
259006	-2.1061	-59.3442	2
260000	-2.5833	-60.1167	2
260001	-2.6333	-60.0833	2
260002	-2.5667	-60.1167	2
260003	-2.6	-60.1	2
260004	-2.5667	-60.1	2
260005	-2.9083	-60.6725	2
260006	-2.62	-60.9478	2
260007	-2.0417	-60.0258	2
260008	-2.8964	-60.6883	2
260009	-2.6656	-60.3275	2
260010	-2.8642	-60.7517	2
261000	-2.0247	-61.5414	2
261001	-2.9897	-61.7292	2
265000	-2.35	-65.1167	2
266000	-2.5333	-66.1667	2
266001	-2.75	-66.95	2
266002	-2.1	-66.45	2
266003	-2.1164	-66.4628	2
266004	-2.8903	-66.9492	2
266005	-2.4908	-66.0597	2
267001	-2.75	-67.5667	2
268000	-2.8806	-68.7986	2
269000	-2.9833	-69.5833	2
269001	-2.9297	-69.6931	2
269002	-2.8667	-69.7333	2
269003	-2.9	-69.8667	2
270000	-2.2833	-70.9833	2
270002	-2.4833	-70.3	2
271000	-2.3167	-71.9333	2
271001	-2.1333	-71.7333	2
272000	-2.5833	-72.75	2
272001	-2.5	-72.6667	2
273000	-2.4833	-73.6833	2
274001	-2.3667	-74.1	2
274002	-2.3667	-74.1	2
275000	-2.4667	-75.75	2
276000	-2.5167	-76.2333	2
277000	-2.3833	-77.5	2
278000	-2.1667	-78.7333	2
278002	-2.5833	-78.5833	2
278003	-2.6667	-78.65	2
278004	-2.6667	-78.6167	2
278005	-2.7833	-78.7167	2
278006	-2.8167	-78.9167	2
278007	-2.8667	-78.9833	2
278008	-2.8833	-78.8667	2
278009	-2.9	-78.7833	2
278010	-2.3167	-78.1167	2
278011	-2.4833	-78.1833	2
278012	-2.7167	-78.3167	2
278013	-2.6167	-78.2	2
278014	-2.1667	-78.2333	2
278015	-2.55	-78.3833	2
278016	-2.55	-78.9333	2
279001	-2.15	-79.8833	2
279002	-2.1156	-79.5992	2
280001	-2.3167	-80.85	2
280002	-2.2	-80.9833	2
332000	-3.85	-32.4167	2
338000	-3.7667	-38.8833	2
338001	-3.75	-38.5833	2
338002	-3.9833	-38.6167	2
338003	-3.8164	-38.5792	2
338005	-3.9	-38.6333	2
338006	-3.7167	-38.8333	2
338007	-3.9	-38.3833	2
338008	-3.67	-38.98	2
338009	-3.75	-38.6833	2
338011	-3.9667	-38.7833	2
338012	-3.9667	-38.8833	2
338013	-3.7333	-38.9667	2
338014	-3.67	-38.9817	2
338015	-3.6667	-38.9833	2
338016	-3.9	-38.6667	2
338018	-3.7667	-38.5167	2
338020	-3.7667	-38.5167	2
338021	-3.9667	-38.3167	2
338022	-3.8667	-38.35	2
338023	-4.1667	-38.25	2
338024	-3.7333	-38.55	2
338025	-3.8333	-38.5667	2
338026	-3.7333	-38.55	2
338027	-3.8667	-38.75	2
338028	-3.8167	-38.95	2
338029	-3.75	-38.9167	2
338030	-3.6333	-38.7833	2
338031	-3.6667	-38.6667	2
338032	-3.7	-38.8167	2
338033	-3.95	-38.8833	2
338034	-3.9	-38.5	2
338036	-3.7333	-38.4833	2
338037	-3.8167	-38.5333	2
338038	-3.7833	-38.4667	2
338039	-3.8333	-38.4667	2
338040	-3.95	-38.5167	2
338041	-3.55	-38.8333	2
338042	-3.85	-38.4167	2
338043	-3.9989	-38.9436	2
338044	-3.9667	-38.7167	2
338045	-3.6833	-38.9	2
338046	-3.9	-38.45	2
338047	-3.9289	-38.3933	2
338048	-3.7333	-38.5667	2
338049	-3.9667	-38.75	2
338050	-3.7333	-38.5667	2
338051	-3.55	-38.6167	2
338052	-3.9225	-38.6	2
338053	-3.8617	-38.6233	2
338054	-3.86	-38.59	2
338055	-3.5331	-38.9464	2
338056	-3.6106	-38.9697	2
338057	-3.7633	-38.6983	2
338058	-3.741	-38.62	2
338059	-3.6955	-38.5842	2
338060	-3.759	-38.661	2
338061	-3.743	-38.671	2
338062	-3.696	-38.594	2
338063	-3.749	-38.603	2
338064	-3.7744	-38.4622	2
338065	-3.7502	-38.5311	2
338066	-3.789	-38.601	2
338067	-3.728	-38.565	2
338068	-3.774	-38.587	2
338069	-3.7261	-38.5981	2
338070	-3.781	-38.555	2
338071	-3.819	-38.533	2
338072	-3.753	-38.567	2
338073	-3.786	-38.521	2
338074	-3.736	-38.589	2
338075	-3.731	-38.467	2
338076	-3.79	-38.581	2
338077	-3.7207	-38.5479	2
338078	-3.7729	-38.562	2
338079	-3.7431	-38.5519	2
338080	-3.8194	-38.625	2
338081	-3.5542	-38.8739	2
338082	-3.9578	-38.3511	2
338083	-3.975	-38.5181	2
338084	-3.9481	-38.5589	2
339000	-3.3633	-39.8294	2
339001	-3.75	-39.3667	2
339002	-3.7833	-39.2667	2
339004	-3.7833	-39.2667	2
339005	-3.8167	-39	2
339006	-3.0333	-39.8833	2
339007	-3.3833	-39.8333	2
339008	-3.5333	-39.7667	2
339009	-3.5667	-39.6333	2
339011	-3.1667	-39.7333	2
339012	-3.45	-39.4167	2
339014	-3.6833	-39.5833	2
339016	-3.2675	-39.6475	2
339017	-3.0667	-39.6167	2
339018	-3.7333	-39.7833	2
339019	-3.9167	-39.1333	2
339020	-3.7333	-39.5333	2
339021	-3.8667	-39.8667	2
339022	-3.9333	-39.0667	2
339023	-3.5667	-39.9667	2
339024	-3.1833	-39.3667	2
339025	-3.5167	-39.4167	2
339026	-3.3833	-39.0833	2
339027	-3.7833	-39.0333	2
339028	-3.6739	-39.2417	2
339029	-3.55	-39.1667	2
339030	-3.2833	-39.25	2
339031	-3.9333	-39.5667	2
339033	-3.2667	-39.65	2
339034	-3.6167	-39.5	2
339036	-3.4167	-39.0333	2
339037	-3.68	-39.58	2
339038	-3.5833	-39.4667	2
339039	-3.7833	-39.2833	2
339040	-3.4	-39.1667	2
339041	-3.7833	-39.25	2
339042	-3.7333	-39.7833	2
339043	-3.9169	-39.9667	2
339044	-3.8333	-39.3333	2
339045	-3.9453	-39.4111	2
339046	-3.1	-39.5833	2
339047	-3.0333	-39.6667	2
339048	-3.3639	-39.8306	2
339049	-3.1833	-39.75	2
339050	-3.0064	-39.6881	2
339051	-3.95	-39.4333	2
339052	-3.9167	-39.7	2
339053	-3.7333	-39.75	2
339054	-3.89	-39.87	2
339055	-3.6167	-39.8167	2
339056	-3.73	-39.67	2
339057	-3.67	-39.52	2
339058	-3.5436	-39.5828	2
339059	-3.2333	-39.6333	2
339060	-3.5833	-39.65	2
339061	-3.3833	-39.4833	2
339062	-3.5	-39.5	2
339063	-3	-39.73	2
339064	-3.2	-39.9833	2
339065	-3.9	-39	2
339067	-3.76	-39.08	2
339068	-3.75	-39.0667	2
339069	-3.9667	-39.1333	2
339070	-3.9833	-39.5833	2
339071	-3.95	-39.55	2
339072	-3.9667	-39.5333	2
339073	-3.3167	-39.4	2
339074	-3.6667	-39.35	2
339075	-3.6	-39.45	2
339076	-3.0244	-39.8703	2
339077	-3.3017	-39.5128	2
339078	-3.6667	-39.2667	2
339079	-3.16	-39.58	2
339080	-3.4	-39.5667	2
339081	-3.2	-39.5333	2
339082	-3.15	-39.4333	2
339083	-3.5333	-39.5833	2
339084	-3.5	-39.5667	2
339085	-3.6167	-39.55	2
339086	-3.41	-39.33	2
339087	-3.6111	-39.2164	2
339088	-3.2824	-39.9035	2
339089	-3.364	-39.828	2
339090	-3.282	-39.904	2
339091	-3.745	-39.784	2
339092	-3.1314	-39.5519	2
339093	-3.0036	-39.7889	2
339094	-3.8483	-39.3231	2
339095	-3.5564	-39.185	2
339096	-3.4522	-39.7767	2
339097	-3.3803	-39.9814	2
339098	-3.2744	-39.9039	2
339099	-3.8692	-39.3511	2
339100	-3.0058	-39.7039	2
339101	-3.84	-39.7872	2
339102	-3.4422	-39.1086	2
339103	-3.4864	-39.0411	2
339104	-3.6317	-39.5172	2
339105	-3.5842	-39.4267	2
340000	-3.8833	-40.0167	2
340001	-3.6167	-40.8167	2
340002	-3.7667	-40.5	2
340003	-3.9	-40.0167	2
340005	-3.8	-40.25	2
340007	-3.5	-40.2667	2
340008	-3.2333	-40.6833	2
340009	-3.7667	-40.0333	2
340010	-3.4	-40.2667	2
340011	-3.6667	-40.3667	2
340012	-3.1667	-40.4333	2
340013	-3.5167	-40.6167	2
340014	-3.95	-40.4667	2
340015	-3.7667	-40.8167	2
340016	-3.1167	-40.8333	2
340017	-3.1333	-40.8333	2
340018	-3.9167	-40.8833	2
340019	-3.3833	-40.9167	2
340020	-3.15	-40.15	2
340023	-3.9	-40.7667	2
340024	-3.3333	-40.15	2
340025	-3.3667	-40.7833	2
340026	-3.0333	-40.6667	2
340027	-3.7	-40.35	2
340028	-3.6667	-40.3333	2
340029	-3.85	-40.5333	2
340030	-3.7333	-40.9833	2
340031	-3.85	-40.9167	2
340032	-3.85	-40.2667	2
340034	-3.8167	-40.2	2
340035	-3.7167	-40.0167	2
340036	-3.8833	-40.1667	2
340037	-3.25	-40.5167	2
340038	-3.4667	-40.2	2
340039	-3.3167	-40.5667	2
340041	-3.45	-40.4833	2
340042	-3.7167	-40.4167	2
340043	-3.8333	-40.15	2
340044	-3.85	-40.2167	2
340045	-3.7	-40.35	2
340046	-3.6167	-40.8167	2
340047	-3.5	-40.3167	2
340048	-3.7833	-40.65	2
340049	-3.5333	-40.3333	2
340050	-3.7167	-40.0833	2
340053	-3.1208	-40.8208	2
340054	-3.7333	-40.9833	2
340055	-3.7667	-40.8167	2
340056	-3.8167	-40.2333	2
340057	-3.8	-40.25	2
340058	-3.7833	-40.4667	2
340059	-3.7833	-40.4833	2
340060	-3.8	-40.2167	2
340061	-3.6667	-41.0667	2
340062	-3.8	-40.25	2
340063	-3.9	-40.0167	2
340064	-3.6967	-40.34	2
340065	-3.0167	-40.05	2
340066	-3.5833	-40.55	2
340067	-3.0575	-40.1683	2
340068	-3.0667	-40.3333	2
340069	-3	-40.5667	2
340070	-3.8833	-40.6	2
340071	-3.64	-40.62	2
340072	-3.7333	-40.6833	2
340073	-3.9	-40.2667	2
340074	-3.2	-40.96	2
340075	-3.35	-40.9833	2
340076	-3.0333	-40.65	2
340077	-3.2219	-40.4158	2
340078	-3.4167	-40.3833	2
340079	-3.4747	-40.8283	2
340080	-3.2333	-40.1167	2
340081	-3.1667	-40.4667	2
340082	-3.4167	-40.5333	2
340083	-3.7167	-40.3333	2
340084	-3.75	-40.5667	2
340085	-3.75	-40.3833	2
340086	-3.8828	-40.0169	2
340087	-3.7169	-40.0169	2
340088	-3.9	-40.0333	2
340089	-3.65	-40.45	2
340090	-3.7	-40.35	2
340091	-3.6	-40.2667	2
340092	-3.6833	-40.5167	2
340094	-3.75	-40.35	2
340095	-3.8333	-40.5	2
340096	-3.6667	-40.2333	2
340097	-3.7333	-40.3833	2
340098	-3.8333	-40.6667	2
340099	-3.3333	-40.1667	2
340100	-3.3667	-40.7333	2
340101	-3.2333	-40.8	2
340102	-3.5667	-40.65	2
340103	-3.35	-40.4667	2
340104	-3.3289	-40.8464	2
340105	-3.89	-40.6047	2
340106	-3.7506	-40.5064	2
340107	-3.9167	-40.3833	2
340108	-3.4667	-40.6833	2
340109	-3.9833	-40.7	2
340110	-3	-40.5667	2
340111	-3.8833	-40.6	2
